,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
458,SERt4,L-serine via sodium symport Astrocyte,na1[e] + ser-L[e] --> na1[cA] + ser-L[cA],"(0.0, 0.0)","Transport, Extracellular"
459,SLDxm,"L-sulfolactate dehydrogenase (NAD+), mitochondrial Astrocyte",nad[mA] + sl-L[mA] <=> 3spyr[mA] + h[mA] + nadh[mA],"(-1000.0, 1000.0)",Cysteine Metabolism
460,SO4HCOtex,sulfate transport via bicarbonate countertransport Astrocyte,2.0 hco3[cA] + so4[e] --> 2.0 hco3[e] + so4[cA],"(0.0, 1000.0)","Transport, Extracellular"
461,SPODMm,superoxide dismutase Astrocyte,2.0 h[mA] + 2.0 o2s[mA] --> h2o2[mA] + o2[mA],"(0.0, 1000.0)",ROS Detoxification
462,SSALxm,succinate-semialdehyde dehydrogenase (NAD) reversible (mitochondrial) Astrocyte,h2o[mA] + nad[mA] + sucsal[mA] --> 2.0 h[mA] + nadh[mA] + succ[mA],"(0.0, 1000.0)",Glutamate metabolism
463,SUCCt2m,"succinate transport, mitochondrial Astrocyte",pi[mA] + succ[cA] <=> pi[cA] + succ[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
464,SUCD1m,succinate dehydrogenase Astrocyte,fad[mA] + succ[mA] <=> fadh2[mA] + fum[mA],"(-1000.0, 1000.0)",Citric Acid Cycle
465,SUCOAS1m,Succinate--CoA ligase (GDP-forming) Astrocyte,coa[mA] + gtp[mA] + succ[mA] --> gdp[mA] + pi[mA] + succoa[mA],"(0.0, 0.0)",Citric Acid Cycle
466,SUCOASm,Succinate--CoA ligase (ADP-forming) Astrocyte,atp[mA] + coa[mA] + succ[mA] <=> adp[mA] + pi[mA] + succoa[mA],"(-1000.0, 1000.0)",Citric Acid Cycle
467,SULFOX,sulfite oxidase Astrocyte,2.0 ficytC[mA] + h2o[cA] + so3[cA] --> 2.0 focytC[mA] + 2.0 h[cA] + so4[cA],"(0.0, 1000.0)",Cysteine Metabolism
468,T2M26DCOAHLm,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Astrocyte",h2o[mA] + t2m26dcoa[mA] <=> 3h26dm5coa[mA],"(-1000.0, 1000.0)",Limonene and pinene degradation
469,T4HCINNMFM,4-hydroxycinnamate formation Astrocyte,34hpl[mA] --> T4hcinnm[mA] + h2o[mA],"(0.0, 1000.0)",Ubiquinone Biosynthesis
470,TALA,transaldolase Astrocyte,g3p[cA] + s7p[cA] <=> e4p[cA] + f6p[cA],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
471,TCYNTt,Thiocyanate transport via diffusion (cytosol to extracellular) Astrocyte,tcynt[cA] --> tcynt[e],"(0.0, 1000.0)","Transport, Extracellular"
472,TCYNTtm,Thiocyanate transport via diffusion (mitochondrial) Astrocyte,tcynt[mA] --> tcynt[cA],"(0.0, 1000.0)","Transport, Mitochondrial"
473,THD1m,NAD(P) transhydrogenase Astrocyte,h[cA] + nadh[mA] + nadp[mA] <=> h[mA] + nad[mA] + nadph[mA],"(-1000.0, 1000.0)",NAD Metabolism
474,THFtm,"5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial Astrocyte",thf[cA] <=> thf[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
475,THYMDt1,thymd transport Astrocyte,thymd[e] --> thymd[cA],"(0.0, 1000.0)","Transport, Extracellular"
476,TKT1,transketolase Astrocyte,r5p[cA] + xu5p-D[cA] <=> g3p[cA] + s7p[cA],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
477,TKT2,transketolase Astrocyte,e4p[cA] + xu5p-D[cA] <=> f6p[cA] + g3p[cA],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
478,TMDK1m,thymidine kinase (ATP:thymidine) Astrocyte,atp[mA] + thymd[mA] --> adp[mA] + dtmp[mA] + h[mA],"(0.0, 1000.0)",Nucleotides
479,TPI,triose-phosphate isomerase Astrocyte,dhap[cA] <=> g3p[cA],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
480,TRDRm,thioredoxin reductase (NADPH) Astrocyte,h[mA] + nadph[mA] + trdox[mA] --> nadp[mA] + trdrd[mA],"(0.0, 1000.0)",Nucleotides
481,TYRTAm,"tyrosine transaminase, mitochondrial Astrocyte",akg[mA] + tyr-L[mA] <=> 34hpp[mA] + glu-L[mA],"(-1000.0, 1000.0)",Tyrosine metabolism
482,UPP3S,uroporphyrinogen-III synthase Astrocyte,hmbil[cA] --> h2o[cA] + uppg3[cA],"(0.0, 1000.0)",Heme Biosynthesis
483,UPPDC1,uroporphyrinogen decarboxylase (uroporphyrinogen III) Astrocyte,4.0 h[cA] + uppg3[cA] --> 4.0 co2[cA] + cpppg3[cA],"(0.0, 1000.0)",Heme Biosynthesis
484,URIt,uridine facilated transport in cytosol Astrocyte,uri[e] <=> uri[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
485,VALTA,valine transaminase Astrocyte,akg[cA] + val-L[cA] <=> 3mob[cA] + glu-L[cA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
486,VALTAm,"valine transaminase, mitochondiral Astrocyte",akg[mA] + val-L[mA] <=> 3mob[mA] + glu-L[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
487,VALt5m,Valine reversible mitochondrial transport Astrocyte,val-L[cA] <=> val-L[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
488,VALtec,L-valine transport via diffusion (extracellular to cytosol) Astrocyte,val-L[e] <=> val-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
489,VITD2Hm,Vitamin D-25-hydroxylase (D2) Astrocyte,h[mA] + nadph[mA] + o2[mA] + vitd2[mA] --> 25hvitd2[mA] + h2o[mA] + nadp[mA],"(0.0, 1000.0)",Vitamin D
490,VITD2tm,Vitamin D2 transport from mitochondria Astrocyte,vitd2[mA] <=> vitd2[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
491,VITD3Hm,Vitamin D-25-hydroxylase (D3) Astrocyte,h[mA] + nadph[mA] + o2[mA] + vitd3[mA] --> 25hvitd3[mA] + h2o[mA] + nadp[mA],"(0.0, 1000.0)",Vitamin D
492,VITD3tm,Vitamin D3 transport from mitochondria Astrocyte,vitd3[mA] --> vitd3[cA],"(0.0, 1000.0)","Transport, Mitochondrial"
493,VITD3tm3,Vitamin D3 transport in mitochondria Astrocyte,vitd3[cA] --> vitd3[mA],"(0.0, 1000.0)","Transport, Mitochondrial"
494,MTDNAploym,polymerization of mtDNA Astrocyte,9218.0 datp[mA] + 7350.0 dctp[mA] + 7350.0 dgtp[mA] + 9218.0 dttp[mA] + mtDNAn-1[mA] --> mtDNAn[mA] + 33136.0 ppi[mA],"(0.0, 1000.0)",[]
495,MTDNAdpolym,depolymerization of mtDNA for repair Astrocyte,33136.0 h2o[mA] + mtDNAn[mA] --> 9218.0 damp[mA] + 7350.0 dcmp[mA] + 7350.0 dgmp[mA] + 9218.0 dtmp[mA] + 33136.0 h[mA] + mtDNAn-1[mA],"(0.0, 1000.0)",[]
496,DAKm,adentylate kinase (GTP) / GTP-AMP Phosphotransferase Astrocyte,damp[mA] + gtp[mA] --> dadp[mA] + gdp[mA],"(0.0, 1000.0)",[]
497,DTKm,deoxythymidylate kinase (ATP) Astrocyte,atp[mA] + dtmp[mA] --> adp[mA] + dtdp[mA],"(0.0, 1000.0)",[]
498,DCKm,deoxycytidylate kinase (ATP) Astrocyte,atp[mA] + dcmp[mA] --> adp[mA] + dcdp[mA],"(0.0, 1000.0)",[]
499,DGKm,deoxyguanylate kinase (ATP) Astrocyte,atp[mA] + dgmp[mA] --> adp[mA] + dgdp[mA],"(0.0, 1000.0)",[]
500,NH3tm,mitochondrial ammonium transport Astrocyte,h[mA] + nh4[cA] <=> h[cA] + nh4[mA],"(-1000.0, 1000.0)",[]
501,NDPK1,GTP-ADP Phosphotransferase Astrocyte,atp[cA] + gdp[cA] <=> adp[cA] + gtp[cA],"(-1000.0, 1000.0)",Nucleotides
502,GGNG,glycogenin Astrocyte,Tyr-ggn[cA] + 8.0 udpg[cA] --> ggn[cA] + 8.0 h[cA] + 8.0 udp[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
503,GLGNS1,glycogen synthase Astrocyte,ggn[cA] + 3.0 udpg[cA] --> glygn1[cA] + 3.0 h[cA] + 3.0 udp[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
504,GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2) Astrocyte",glygn1[cA] --> glygn2[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
505,GLPASE1,glycogen phosphorylase (glygn2 -> dxtrn) Astrocyte,glygn2[cA] + 3.0 pi[cA] --> dxtrn[cA] + 3.0 g1p[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
506,GLDBRAN,glycogen debranching enzyme Astrocyte,dxtrn[cA] + h2o[cA] --> glc-D[cA] + glygn3[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
507,GLPASE2,glycogen phosphorylase (amyls -> glc-D) Astrocyte,glygn3[cA] + 7.0 h2o[cA] --> Tyr-ggn[cA] + 7.0 glc-D[cA],"(0.0, 1000.0)",Starch and Sucrose Metabolism
508,SERtm,Serine mitochondrial transporter Astrocyte,ser-L[cA] <=> ser-L[mA],"(-1000.0, 1000.0)",[]
509,LacLtm,L-lactate mito transporter thorugh AQP9 Astrocyte,lac-L[cA] --> lac-L[mA],"(0.0, 0.0)",[]
510,UREAt,Urea transporter Astrocyte,urea[e] <=> urea[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
511,UREAtm,Urea mitochondrial transporter Astrocyte,urea[cA] <=> urea[mA],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
512,GLNtN1,Glutamine transporter Astrocyte,gln-L[e] + h[cA] + na1[e] --> gln-L[cA] + h[e] + na1[cA],"(0.0, 0.0)","Transport, Extracellular"
513,DM_4mptnl(m),4mptnl demand,4mptnl[mA] --> ,"(0.0, 0.0)",[]
514,DM_prgnlone(c),prgnlone demand,prgnlone[cA] --> ,"(0.0, 0.0)",[]
515,DM_nadph(c),nadph demand,nadph[cA] --> h[cA] + nadp[cA],"(0.0, 1000.0)",[]
516,DM_atp(m),atp demand,atp[mA] + h2o[mA] --> adp[mA] + h[mA] + pi[mA],"(0.0, 0.0)",[]
517,sink_chsterol,Cholesterol uptake into brain Astrocyte, --> chsterol[cA],"(0.0, 0.0)",[]
518,DM_1a2425thvitd3,1a2425thvitd3 demand,1a2425thvitd3[mA] --> ,"(0.0, 0.0)",[]
519,DM_1a2425thvitd2,1a2425thvitd2 demand,1a2425thvitd2[mA] --> ,"(0.0, 0.0)",[]
520,sink_vitd3,vitd3 source Astrocyte, --> vitd3[cA],"(0.0, 0.0)",[]
521,sink_vitd2,vitd2 source Astrocyte, --> vitd2[cA],"(0.0, 0.0)",[]
522,CKc,ATP Creatine kinase Astrocyte,atp[cA] + creat[cA] <=> adp[cA] + pcreat[cA],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
523,CREATtmdiffir,Creatine transport to/from mitochondria via diffusion Astrocyte,creat[cA] --> creat[mA],"(0.0, 1000.0)",Urea cycle/amino group metabolism
524,PCREATtmdiffir,Phosphocreatine transport to/from mitochondria via diffusion Astrocyte,pcreat[mA] --> pcreat[cA],"(0.0, 1000.0)",Urea cycle/amino group metabolism
525,ALATA_L,L-alanine transaminase Astrocyte,akg[cA] + ala-L[cA] <=> glu-L[cA] + pyr[cA],"(-1000.0, 1000.0)",Glutamate metabolism
526,ALATA_Lm,"L-alanine transaminase, mitochondrial Astrocyte",akg[mA] + ala-L[mA] <=> glu-L[mA] + pyr[mA],"(-1000.0, 1000.0)",[]
527,ALAtN1,"Alanine transport (Na, H coupled) Astrocyte",ala-L[e] <=> ala-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
528,DM_pchol_hs,phosphatidylcholine demand,pchol_hs[cA] --> ,"(0.0, 0.0)",[]
529,PSDm_hs,Phosphatidylserine decarboxylase Astrocyte,h[mA] + ps_hs[mA] --> co2[mA] + pe_hs[mA],"(0.0, 1000.0)",Glycerophospholipid Metabolism
530,25HVITD2t_Int,25-hydroxyvitamin D2 transport from cytoplasm Interstitial And Synapse,25hvitd2[cA] --> 25hvitd2[I],"(0.0, 1000.0)","Transport, Extracellular"
531,25HVITD2tin_Int,25-hydroxyvitamin D2 transport in cytoplasm Interstitial And Synapse,25hvitd2[I] --> 25hvitd2[cA],"(0.0, 1000.0)","Transport, Extracellular"
532,25HVITD3t_Int,25-hydroxyvitamin D3 transport from cytoplasm Interstitial And Synapse,25hvitd3[cA] --> 25hvitd3[I],"(0.0, 1000.0)","Transport, Extracellular"
533,25HVITD3tin_Int,25-hydroxyvitamin D3 transport in cytoplasm Interstitial And Synapse,25hvitd3[I] --> 25hvitd3[cA],"(0.0, 1000.0)","Transport, Extracellular"
534,3AIBt_Int,3-amino-isobutyrate transport Interstitial And Synapse,3aib[cA] --> 3aib[I],"(0.0, 1000.0)","Transport, Extracellular"
535,ABUTt2r_Int,4-aminobutyrate reversible transport in via proton symport Interstitial And Synapse,4abut[I] + h[I] <=> 4abut[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
536,ACACt2_Int,acetoacetate transport via proton symport Interstitial And Synapse,acac[I] + h[I] <=> acac[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
537,ACALDt_Int,acetaldehyde reversible transport Interstitial And Synapse,acald[I] <=> acald[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
538,ACt2r_Int,acetate reversible transport via proton symport Interstitial And Synapse,ac[I] + h[I] <=> ac[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
539,ARGLYSex_Int,Arginine/Lysine exchanger (Arg in) Interstitial And Synapse,arg-L[I] + lys-L[cA] --> arg-L[cA] + lys-L[I],"(0.0, 1000.0)","Transport, Extracellular"
540,ARGtiDF_Int,L-arginine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,arg-L[I] --> arg-L[cA],"(0.0, 1000.0)","Transport, Extracellular"
541,ASNt4_Int,L-asparagine transport in via sodium symport Interstitial And Synapse,asn-L[I] + na1[I] --> asn-L[cA] + na1[cA],"(0.0, 0.0)","Transport, Extracellular"
542,BALAVECSEC_Int,B-alanine secretion via secretory vesicle (ATP driven) Interstitial And Synapse,3.0 ala-B[cA] + atp[cA] + h2o[cA] --> adp[cA] + 3.0 ala-B[I] + h[cA] + pi[cA],"(0.0, 1000.0)","Transport, Extracellular"
543,BHBt_Int,(R)-3-Hydroxybutanoate transport via H+ symport Interstitial And Synapse,bhb[I] + h[I] <=> bhb[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
544,BTNt2_Int,Biotin reversible transport via proton symport Interstitial And Synapse,btn[I] + h[I] <=> btn[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
545,BTNt4i_Int,Biotin uptake (antiport) Interstitial And Synapse,btn[I] + h[cA] --> btn[cA] + h[I],"(0.0, 1000.0)","Transport, Extracellular"
546,CO2t_Int,CO2 transporter via diffusion Interstitial And Synapse,co2[I] <=> co2[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
547,CRNt_Int,L-carnitine reversible transport Interstitial And Synapse,crn[I] <=> crn[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
548,CYANt_Int,Cyanide transport via diffusion (extracellular to cytosol) Interstitial And Synapse,cyan[I] <=> cyan[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
549,CYSGLUexR_Int,L-cysteine/L-glutamine reversible exchanger Interstitial And Synapse,cys-L[I] + gln-L[cA] --> cys-L[cA] + gln-L[I],"(0.0, 0.0)","Transport, Extracellular"
550,CYSGLYex_Int,L-cysteine/glycine exchanger Interstitial And Synapse,cys-L[cA] + gly[I] --> cys-L[I] + gly[cA],"(0.0, 1000.0)","Transport, Extracellular"
551,CYStec_Int,L-cysteine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,cys-L[I] <=> cys-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
552,D-LACt2_Int,D-lactate transport via proton symport Interstitial And Synapse,h[I] + lac-D[I] <=> h[cA] + lac-D[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
553,DGSNt_Int,deoyguanosine transport via diffusion Interstitial And Synapse,dgsn[I] <=> dgsn[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
554,DURIt_Int,deoxyuridine transport via diffusion Interstitial And Synapse,duri[I] <=> duri[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
555,ETOHt_Int,ethanol reversible transport Interstitial And Synapse,etoh[I] <=> etoh[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
556,FE2t_Int,iron (II) transport Interstitial And Synapse,fe2[I] --> fe2[cA],"(0.0, 1000.0)","Transport, Extracellular"
557,GLCt2r_Int,D-glucose transport in via proton symport Interstitial And Synapse,glc-D[I] + h[I] --> glc-D[cA] + h[cA],"(0.0, 0.0)","Transport, Extracellular"
558,GLUt6_Int,"Glutamate transport via Na, H symport and K antiport Interstitial And Synapse",glu-L[I] + h[I] + k[cA] + 3.0 na1[I] --> glu-L[cA] + h[cA] + k[I] + 3.0 na1[cA],"(0.0, 10000000.0)","Transport, Extracellular"
559,GLYCt_Int,glycerol transport via channel Interstitial And Synapse,glyc[cA] <=> glyc[I],"(-1000.0, 1000.0)","Transport, Extracellular"
560,GLYt2r_Int,glycine reversible transport via proton symport Interstitial And Synapse,gly[I] + h[I] <=> gly[cA] + h[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
561,H2O2t_Int,hydrogen peroxide transport via diffusion Interstitial And Synapse,h2o2[I] <=> h2o2[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
562,H2Ot_Int,H2O transport via diffusion Interstitial And Synapse,h2o[I] <=> h2o[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
563,Ht_Int,proton diffusion Interstitial And Synapse,h[cA] --> h[I],"(0.0, 1000.0)",[]
564,ILEtec_Int,L-isoleucine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,ile-L[I] <=> ile-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
565,Kt1r_Int,potassium transport via uniport (facilitated diffusion) Interstitial And Synapse,k[I] <=> k[cA],"(-1000.0, 1000.0)",[]
566,L-LACt2r_Int,L-lactate reversible transport via proton symport Interstitial And Synapse,h[I] + lac-L[I] <-- h[cA] + lac-L[cA],"(-1000.0, 0.0)","Transport, Extracellular"
567,LEUtec_Int,L-leucine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,leu-L[I] <=> leu-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
568,LYStiDF_Int,L-lysine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,lys-L[I] <=> lys-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
569,NH4t3r_Int,ammonia transport via proton antiport Interstitial And Synapse,h[I] + nh4[cA] <=> h[cA] + nh4[I],"(-1000.0, 1000.0)","Transport, Extracellular"
570,NaKt_Int,Na+/K+ exchanging ATPase Interstitial And Synapse,atp[cA] + h2o[cA] + 2.0 k[I] + 3.0 na1[cA] --> adp[cA] + h[cA] + 2.0 k[cA] + 3.0 na1[I] + pi[cA],"(0.0, 1000.0)","Transport, Extracellular"
571,O2St_Int,superoxide anion transport via diffusion (extracellular) Interstitial And Synapse,o2s[cA] <=> o2s[I],"(-1000.0, 1000.0)","Transport, Extracellular"
572,O2t_Int,o2 transport (diffusion) Interstitial And Synapse,o2[I] <=> o2[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
573,ORNtiDF_Int,ornithine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,orn[I] --> orn[cA],"(0.0, 1000.0)","Transport, Extracellular"
574,PEFLIP_Int,phosphatidylethanolamine flippase Interstitial And Synapse,atp[cA] + h2o[cA] + pe_hs[I] --> adp[cA] + h[cA] + pe_hs[cA] + pi[cA],"(0.0, 1000.0)","Transport, Extracellular"
575,PIt7_Int,phosphate transport in/out via three Na+ symporter Interstitial And Synapse,3.0 na1[I] + pi[I] <=> 3.0 na1[cA] + pi[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
576,PPAt_Int,"Propionate transport, diffusion Interstitial And Synapse",ppa[I] --> ppa[cA],"(0.0, 1000.0)","Transport, Extracellular"
577,PROt2r_Int,L-proline reversible transport via proton symport Interstitial And Synapse,h[I] + pro-L[I] <=> h[cA] + pro-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
578,PSFLIP_Int,phosphatidylserine flippase Interstitial And Synapse,atp[cA] + h2o[cA] + ps_hs[I] --> adp[cA] + h[cA] + pi[cA] + ps_hs[cA],"(0.0, 1000.0)","Transport, Extracellular"
579,PYRt2r_Int,pyruvate reversible transport via proton symport Interstitial And Synapse,h[I] + pyr[I] --> h[cA] + pyr[cA],"(0.0, 0.0)","Transport, Extracellular"
580,SARCStex_Int,Sarcosine transport (extracellular to cytosol) Interstitial And Synapse,sarcs[I] <=> sarcs[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
581,SERGLNexR_Int,L-Serine/Glutamine reversible exchange Interstitial And Synapse,gln-L[cA] + ser-L[I] --> gln-L[I] + ser-L[cA],"(0.0, 0.0)","Transport, Extracellular"
582,SERGLYexR_Int,L-Serine/Glycine reversible exchange Interstitial And Synapse,gly[cA] + ser-L[I] <=> gly[I] + ser-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
583,SERt4_Int,L-serine via sodium symport Interstitial And Synapse,na1[I] + ser-L[I] --> na1[cA] + ser-L[cA],"(0.0, 0.0)","Transport, Extracellular"
584,SO4HCOtex_Int,sulfate transport via bicarbonate countertransport Interstitial And Synapse,2.0 hco3[cA] + so4[I] --> 2.0 hco3[I] + so4[cA],"(0.0, 1000.0)","Transport, Extracellular"
585,TCYNTt_Int,Thiocyanate transport via diffusion (cytosol to extracellular) Interstitial And Synapse,tcynt[cA] --> tcynt[I],"(0.0, 1000.0)","Transport, Extracellular"
586,THYMDt1_Int,thymd transport Interstitial And Synapse,thymd[I] --> thymd[cA],"(0.0, 1000.0)","Transport, Extracellular"
587,URIt_Int,uridine facilated transport in cytosol Interstitial And Synapse,uri[I] <=> uri[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
588,VALtec_Int,L-valine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,val-L[I] <=> val-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
589,UREAt_Int,Urea transporter Interstitial And Synapse,urea[I] <=> urea[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
590,GLNtN1_Int,Glutamine transporter Interstitial And Synapse,gln-L[I] + h[cA] + na1[I] <=> gln-L[cA] + h[I] + na1[cA],"(-1000.0, 10000000.0)","Transport, Extracellular"
591,ALAtN1_Int,"Alanine transport (Na, H coupled) Interstitial And Synapse",ala-L[I] --> ala-L[cA],"(0.0, 1000.0)","Transport, Extracellular"
592,EX_NACASPt_Int,N-Acetyl-l-aspartate sent to oligodendrocytes,Nacasp[I] --> ,"(0.0, 0.0)",[]
593,DM_10fthf5glu_Neuron,10-formyltetrahydrofolate-[Glu](5) Demand Neuron,10fthf5glu[cN] --> ,"(0.0, 0.0)",[]
594,DM_10fthf6glu_Neuron,10-formyltetrahydrofolate-[Glu](6) Demand Neuron,10fthf6glu[cN] --> ,"(0.0, 0.0)",[]
595,DM_10fthf7glu_Neuron,10-formyltetrahydrofolate-[Glu](7) Demand Neuron,10fthf7glu[cN] --> ,"(0.0, 0.0)",[]
596,DM_5thf_Neuron,pentaglutamyl folate (THF) Demand Neuron,5thf[cN] --> ,"(0.0, 0.0)",[]
597,DM_6dhf_Neuron,haxglutamyl folate (DHF) Demand Neuron,6dhf[cN] --> ,"(0.0, 0.0)",[]
598,DM_6thf_Neuron,hexaglutamyl folate (THF) Demand Neuron,6thf[cN] --> ,"(0.0, 0.0)",[]
599,DM_7dhf_Neuron,heptaglutamyl folate (DHF) Demand Neuron,7dhf[cN] --> ,"(0.0, 0.0)",[]
600,DM_7thf_Neuron,heptaglutamyl folate (THF) Demand Neuron,7thf[cN] --> ,"(0.0, 0.0)",[]
601,DM_ahcys_Neuron,ahcys demand Neuron,ahcys[cN] --> ,"(0.0, 0.0)",[]
602,DM_atp(c)_Neuron,atp demand Neuron,atp[cN] + h2o[cN] --> adp[cN] + h[cN] + pi[cN],"(33.78, 1000.0)",[]
603,DM_fald_Neuron,Formaldehyde Demand Neuron,fald[cN] --> ,"(0.0, 1000.0)",[]
604,DM_for_Neuron,Formate Demand Neuron,for[cN] --> ,"(0.0, 1000.0)",[]
605,DM_pheme(c)_Neuron,DM_pheme(c) Neuron,pheme[cN] --> ,"(0.0, 0.0)",[]
606,DM_q10(m)_Neuron,DM_q10(m) Neuron,q10[mN] --> ,"(0.0, 0.0)",[]
607,DM_thf(c)_Neuron,thf demand Neuron,thf[cN] --> ,"(0.0, 0.0)",[]
608,EX_pe_hs(e)_Neuron,phosphatidylethanolamine (homo sapiens) exchange Neuron,pe_hs[I] --> ,"(0.0, 0.0)",
609,EX_ps_hs(e)_Neuron,phosphatidylserine (homo sapiens) exchange Neuron,ps_hs[I] --> ,"(0.0, 0.0)",
610,sink_4hpro-LT(m)_Neuron,sink_4hpro-LT(m) Neuron,4hpro-LT[mN] --> ,"(0.0, 0.0)",[]
611,sink_amet_Neuron,sink_amet Neuron,amet[cN] --> ,"(0.0, 0.0)",[]
612,sink_decdp_Neuron,all trans Decaprenyl diphosphate sink Neuron,decdp[cN] --> ,"(0.0, 0.0)",[]
613,sink_dhf(c)_Neuron,sink_dhf(c) Neuron,dhf[cN] --> ,"(0.0, 0.0)",[]
614,sink_dmgly_Neuron,"N,N-Dimethylglycine sink Neuron",dmgly[cN] --> ,"(0.0, 0.0)",[]
615,sink_tyr-L(m)_Neuron,sink_tyr-L(m) Neuron,tyr-L[mN] --> ,"(0.0, 0.0)",[]
616,10FTHF5GLUtm_Neuron,"5-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf5glu[mN] --> 10fthf5glu[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
617,10FTHF6GLUtm_Neuron,"6-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf6glu[mN] --> 10fthf6glu[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
618,10FTHF7GLUtm_Neuron,"7-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf7glu[mN] --> 10fthf7glu[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
619,10FTHFtm_Neuron,10-Formyltetrahydrofolate mitochondrial transport via diffusion Neuron,10fthf[cN] <=> 10fthf[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
620,"1a,24,25VITD2Hm_Neuron","1-alpha-Vitamin D-24,25-hydroxylase (D2) Neuron",2425dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
621,"1a,24,25VITD3Hm_Neuron","1-alpha-Vitamin D-24,25-hydroxylase (D3) Neuron",2425dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
622,"1a,25VITD2Hm_Neuron","1-alpha,24R,25-Vitamin D-hydroxylase (D2) Neuron",1a25dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
