,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
6701,EX_HC01939_e,Haptoglobin exchange,HC01939_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6702,EX_HC01942_e,Plasminogen exchange,HC01942_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6703,EX_HC01943_e,Prothrombin exchange,HC01943_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6704,EX_HC01944_e,ApoTransferin exchange,HC01944_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6705,EX_HC00822_e,Chitobiose exchange,HC00822_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6706,EX_C02528_e,chenodeoxycholate exchange,C02528_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6707,EX_HC02192_e,taurolithocholate exchange,HC02192_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6708,EX_HC02193_e,glycolithocholate exchange,HC02193_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6709,EX_HC02195_e,tauroursodeoxycholate exchange,HC02195_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6710,EX_HC02196_e,glycoursodeoxycholate exchange,HC02196_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6711,EX_HC02220_e,sulfochenodeoxycholate exchange,HC02220_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6712,EX_HC02154_e,GM4-pool exchange,HC02154_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6713,EX_HC02175_e,caprate exchange,HC02175_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6714,EX_HC02176_e,laurate exchange,HC02176_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6715,EX_HC02199_e,glutathionyl-leuc4 exchange,HC02199_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6716,EX_HC02200_e,S-glutathionyl-2-4-dinitrobenzene exchange,HC02200_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6717,EX_HC02201_e,S-glutathionyl-ethacrynic-acid exchange,HC02201_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6718,EX_HC02172_e,Zinc exchange,HC02172_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6719,EX_HC02191_e,lithocholate exchange,HC02191_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6720,EX_HC02194_e,ursodeoxycholate exchange,HC02194_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6721,EX_HC02197_e,sulfoglycolithocholate(2-) exchange,HC02197_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6722,EX_HC02198_e,"2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate exchange",HC02198_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6723,EX_HC02187_e,reverse-triiodthyronine exchange,HC02187_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6724,EX_HC02180_e,thromboxane-b2 exchange,HC02180_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6725,EX_HC02179_e,20-hydroxy-arachidonate exchange,HC02179_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6726,EX_HC02202_e,prostaglandin A1(1-) exchange,HC02202_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6727,EX_HC02203_e,prostaglandin-a2 exchange,HC02203_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6728,EX_HC02204_e,prostaglandin-b1 exchange,HC02204_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6729,EX_HC02205_e,prostaglandin-b2 exchange,HC02205_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6730,EX_HC02206_e,prostaglandin C1(1-) exchange,HC02206_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6731,EX_HC02207_e,prostaglandin-c2 exchange,HC02207_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6732,EX_HC02208_e,prostaglandin-d1 exchange,HC02208_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6733,EX_HC02210_e,prostaglandin-d3 exchange,HC02210_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6734,EX_HC02213_e,prostaglandin-e3 exchange,HC02213_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6735,EX_HC02214_e,prostaglandin-f1alpha exchange,HC02214_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6736,EX_HC02216_e,prostaglandin-f2beta exchange,HC02216_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6737,EX_HC02217_e,prostaglandin-g2 exchange,HC02217_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6738,EX_malcoa_e,malonyl-CoA(4-) exchange,malcoa_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6739,EX_arachcoa_e,arachidyl coenzyme A exchange,arachcoa_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6740,EX_coa_e,exchange reaction for coa,coa_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6741,EX_CE2250_e,3-oxodocosanoyl-CoA exchange,CE2250_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6742,EX_CE1935_e,spermine monoaldehyde exchange,CE1935_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6743,EX_CE1940_e,spermidine monoaldehyde 2 exchange,CE1940_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6744,EX_CE1943_e,spermidine dialdehyde exchange,CE1943_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6745,EX_CE2011_e,hypothiocyanite exchange,CE2011_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6746,EX_CE1936_e,spermine dialdehyde exchange,CE1936_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6747,EX_CE1939_e,spermidine monoaldehyde 1 exchange,CE1939_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6748,EX_maltttr_e,Maltotetraose exchange,maltttr_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6749,EX_maltpt_e,maltopentaose exchange,maltpt_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6750,EX_malthx_e,Maltohexaose exchange,malthx_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6751,EX_CE2915_e,beta-casomorphin exchange,CE2915_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6752,EX_CE4722_e,beta-casomorphin (1-6) exchange,CE4722_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6753,EX_CE2916_e,neocasomorphin exchange,CE2916_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6754,EX_CE4723_e,neocasomorphin (1-5) exchange,CE4723_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6755,EX_CE2917_e,apelin-13 exchange,CE2917_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6756,EX_CE4724_e,apelin (1-12) exchange,CE4724_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6757,EX_malthp_e,maltoheptaose exchange,malthp_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6758,EX_CE2839_e,maltodecaose exchange,CE2839_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6759,EX_CE2838_e,maltononaose exchange,CE2838_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6760,EX_CE1950_e,cyanosulfurous acid anion exchange,CE1950_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6761,EX_cynt_e,Cyanate exchange,cynt_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6762,EX_23cump_e,"2',3'-cyclic UMP(1-) exchange",23cump_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6763,EX_3ump_e,3'-UMP(2-) exchange,3ump_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6764,EX_CE5786_e,kinetensin exchange,CE5786_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6765,EX_CE5788_e,kinetensin 1-7 exchange,CE5788_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6766,EX_CE5789_e,kinetensin 1-8 exchange,CE5789_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6767,EX_CE5797_e,neuromedin N exchange,CE5797_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6768,EX_CE5798_e,neuromedin N (1-4) exchange,CE5798_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6769,EX_CE5787_e,kinetensin 1-3 exchange,CE5787_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6770,EX_CE5791_e,kinetensin 4-8 exchange,CE5791_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6771,EX_CE5867_e,N-acetyl-seryl-aspartyl-lysyl-proline exchange,CE5867_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6772,EX_CE5868_e,N-acetyl-seryl-aspartate exchange,CE5868_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6773,EX_CE5869_e,lysyl-proline exchange,CE5869_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6774,EX_CE4633_e,hypochlorous acid exchange,CE4633_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6775,EX_CE4881_e,nitryl chloride exchange,CE4881_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6776,EX_CE5854_e,gama-CEHC-glucuronide exchange,CE5854_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6777,EX_glcur_e,D-glucuronate exchange,glcur_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6778,EX_CE1926_e,gama-carboxyethyl-hydroxychroman exchange,CE1926_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6779,EX_udpgal_e,UDP-D-galactose(2-) exchange,udpgal_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6780,EX_crm_hs_e,N-acylsphingosine exchange,crm_hs_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6781,EX_galside_hs_e,D-galactosyl-N-acylsphingosine exchange,galside_hs_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6782,EX_CE0074_e,alloxan exchange,CE0074_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6783,EX_cdpea_e,CDP-ethanolamine(1-) exchange,cdpea_e --> ,"(0.0, 0.0)",Exchange/demand reaction
6784,EX_12dgr120_e,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) exchange",12dgr120_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6785,EX_CE5853_e,alpha-CEHC-glucuronide exchange,CE5853_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6786,EX_CE1925_e,3'-carboxy-alpha-chromanol exchange,CE1925_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6787,EX_C05965_e,12(S)-HPETE(1-) exchange,C05965_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6788,EX_C04849_e,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate exchange",C04849_e <=> ,"(-1.0, 100.0)",Exchange/demand reaction
6789,CITt4_4,citrate transport via sodium symport,cit_e + 4.0 na1_e <=> cit_c + 4.0 na1_c,"(-100.0, 100.0)","Transport, extracellular"
6790,GLYt7_311_r,glycine reversible transport via sodium and chloride symport (3:1:1),cl_e + gly_e + 3.0 na1_e <=> cl_c + gly_c + 3.0 na1_c,"(-100.0, 100.0)","Transport, extracellular"
6791,HCO3_NAt,bicarbonate transport (Na/HCO3 cotransport),hco3_e + na1_e <=> hco3_c + na1_c,"(-100.0, 100.0)","Transport, extracellular"
6792,INSTt4_2,inositol transport via sodium symport,inost_e + 2.0 na1_e <=> inost_c + 2.0 na1_c,"(-100.0, 100.0)","Transport, extracellular"
6793,PIt8,phosphate transport in/out via Na+ symporter,1.5 na1_e + pi_e <=> 1.5 na1_c + pi_c,"(-100.0, 100.0)","Transport, extracellular"
6794,PIt9,phosphate transport in/out via two Na+ symporter,2.0 na1_e + pi_e <=> 2.0 na1_c + pi_c,"(-100.0, 100.0)","Transport, extracellular"
6795,PROt4_2_r,Proline transport (sodium symport) (2:1),2.0 na1_e + pro_L_e <=> 2.0 na1_c + pro_L_c,"(-100.0, 100.0)","Transport, extracellular"
6796,HSD17B3r,testicular 17-beta-hydroxysteroid dehydrogenase,andrstndn_r + 2.0 h_r + nadph_r --> nadp_r + tststerone_r,"(0.0, 100.0)",Steroid metabolism
6797,CYOOm3,"cytochrome c oxidase, mitochondrial Complex IV",4.0 focytC_m + 7.92 h_m + o2_m --> 4.0 ficytC_m + 1.96 h2o_m + 4.0 h_c + 0.02 o2s_m,"(0.0, 100.0)",Oxidative phosphorylation
6798,biomass,Generic human biomass reaction,0.505626 ala_L_c + 0.35926 arg_L_c + 0.279425 asn_L_c + 0.352607 asp_L_c + 20.704451 atp_c + 0.020401 chsterol_c + 0.011658 clpn_hs_c + 0.039036 ctp_c + 0.046571 cys_L_c + 0.013183 datp_n + 0.009442 dctp_n + 0.009898 dgtp_n + 0.013091 dttp_n + 0.275194 g6p_c + 0.325996 gln_L_c + 0.385872 glu_L_c + 0.538891 gly_c + 0.036117 gtp_c + 20.650823 h2o_c + 0.126406 his_L_c + 0.286078 ile_L_c + 0.545544 leu_L_c + 0.592114 lys_L_c + 0.153018 met_L_c + 0.023315 pail_hs_c + 0.154463 pchol_hs_c + 0.055374 pe_hs_c + 0.002914 pglyc_hs_c + 0.259466 phe_L_c + 0.412484 pro_L_c + 0.005829 ps_hs_c + 0.392525 ser_L_c + 0.017486 sphmyln_hs_c + 0.31269 thr_L_c + 0.013306 trp_L_c + 0.159671 tyr_L_c + 0.053446 utp_c + 0.352607 val_L_c --> 20.650823 adp_c + 20.650823 h_c + 20.650823 pi_c,"(0.0, 100.0)",Exchange/demand reaction
6799,2MB2COAc,transport of 2-methylcrotonoyl-CoA into cytosol,2mb2coa_m <=> 2mb2coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6800,3HBCOARc,transport of (R)-3-hydroxybutanoyl-CoA into cytosol,3hbcoa_R_m <=> 3hbcoa_R_c,"(-100.0, 100.0)",Fatty acid oxidation
6801,ADPACDAc,activation of adipic acid for formation of adipoyl carnitine,adpac_c + atp_c + coa_c --> adpcoa_c + amp_c + h_c + ppi_c,"(0.0, 100.0)",Fatty acid oxidation
6802,ADPACTD,transport into cytosol (diffusion),adpac_x <=> adpac_c,"(-100.0, 100.0)",Fatty acid oxidation
6803,ADPCOACROT,production of adipoyl carnitine,adpcoa_x + crn_x <=> c6dc_x + coa_x,"(-100.0, 100.0)",Fatty acid oxidation
6804,ADPCOAPTE,thioesterification of adipoyl coA for release into cytosol,adpcoa_x + h2o_x --> adpac_x + coa_x + h_x,"(0.0, 100.0)",Fatty acid oxidation
6805,BCRNe,transport of 3-hydroxy butyryl carnitine into extra cellular space,3bcrn_c --> 3bcrn_e,"(0.0, 100.0)",Fatty acid oxidation
6806,C100CPT1,production of decanoylcarnitine,crn_c + dcacoa_c <=> c10crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6807,sink_c101coa_c,C101COASINK,c101coa_c --> ,"(0.0, 0.0)",Fatty acid oxidation
6808,C101CPT1,production of decenoylcarnitine,c101coa_c + crn_c + h_c <=> c101crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6809,C101CRNe,transport of decenoyl carnitine into extra cellular space,c101crn_c --> c101crn_e,"(0.0, 100.0)",Fatty acid oxidation
6810,C102CPT1,production of decadienoylcarnitine,crn_c + decdicoa_c + h_c <=> coa_c + decdicrn_c,"(-100.0, 100.0)",Fatty acid oxidation
6811,C10CRNe,transport of decanoyl carnitine into extra cellular space,c10crn_c --> c10crn_e,"(0.0, 100.0)",Fatty acid oxidation
6812,C10DCCACT,transport of sebacoyl carnitine into cytosol,c10dc_x <=> c10dc_c,"(-100.0, 100.0)",Fatty acid oxidation
6813,C10DCc,production of sebacoylcarnitine,crn_c + sebcoa_c <=> c10dc_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6814,C10DCe,transport of sebacoyl carnitine into extra cellular space,c10dc_c --> c10dc_e,"(0.0, 100.0)",Fatty acid oxidation
6815,C10OHc,production of 3-OHdecanoylcarnitinec,3hdcoa_c + crn_c <=> 3deccrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6816,C120CPT1,production of dodecanoylcarnitine,crn_c + ddcacoa_c <=> coa_c + ddeccrn_c,"(-100.0, 100.0)",Fatty acid oxidation
6817,C121CPT1,production of dodecenoylcarnitine,crn_c + dd2coa_c <=> coa_c + ddece1crn_c,"(-100.0, 100.0)",Fatty acid oxidation
6818,C12DCACOT,thioesterification of dodecanedioyl coa for release into cytosol,c12dccoa_x + h2o_x --> coa_x + dodecanac_x,"(0.0, 100.0)",Fatty acid oxidation
6819,C12DCACT,activation of Dodecanedioic acid,atp_c + coa_c + dodecanac_c --> amp_c + c12dccoa_c + 2.0 h_c + ppi_c,"(0.0, 100.0)",Fatty acid oxidation
6820,C12DCTD,transport of Dodecanedioic acid by diffusion,dodecanac_x <=> dodecanac_c,"(-100.0, 100.0)",Fatty acid oxidation
6821,C12DCe,excretion of C12DC,c12dc_c --> c12dc_e,"(0.0, 100.0)",Fatty acid oxidation
6822,C12OHc,production of 3-OHdodecanoylcarnitinec,3hddcoa_c + crn_c <=> 3ddcrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6823,C140CPT1,production of myristoylcarnitine,crn_c + tdcoa_c <=> coa_c + tdcrn_c,"(-100.0, 100.0)",Fatty acid oxidation
6824,C141ACBP,transport of 3-hydroxytetradecenoyl coa from mitochondria into cytosol,3tetd7ecoa_m <=> 3tetd7ecoa_c,"(-100.0, 100.0)",Fatty acid oxidation
6825,C141CPT1,production of tetradecenoylcarnitine,crn_c + h_c + tetdece1coa_c <=> coa_c + tetdece1crn_c,"(-100.0, 100.0)",Fatty acid oxidation
6826,C141OHc,production of 3-hydroxytetradecenoyl carnitine,3tetd7ecoa_c + crn_c + h_c <=> 3tetd7ecoacrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6827,C141OHe,excretion of C14:1-OH,3tetd7ecoacrn_c --> 3tetd7ecoacrn_e,"(0.0, 100.0)",Fatty acid oxidation
6828,C142ACBP,transport of 3-hydroxytetradeca dienoyl coa from mitochondria into cytosol,3ttetddcoa_m <=> 3ttetddcoa_c,"(-100.0, 100.0)",Fatty acid oxidation
6829,C142CPT1,production of tetradecadienoylcarnitine,crn_c + h_c + tetdec2coa_c <=> coa_c + tetdec2crn_c,"(-100.0, 100.0)",Fatty acid oxidation
6830,C142OHc,production of 3-hydroxytetradeca dienoyl carnitine,3ttetddcoa_c + crn_c + h_c <=> 3ttetddcoacrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6831,C142OHe,excretion of C14:2-OH,3ttetddcoacrn_c --> 3ttetddcoacrn_e,"(0.0, 100.0)",Fatty acid oxidation
6832,C14OHc,production of 3-hydroxytetradecanoylcarnitine,3htdcoa_c + crn_c <=> 3tdcrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6833,C161OHc,production of 3-hydroxyhexadecenoylcarnitine,3hdeccoa_c + crn_c + h_c <=> 3hdececrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6834,C162ACBP,"transport of 3-hydroxy trans7,10-hexadecadienoylcoa from mitochondria into cytosol",3thexddcoa_m <=> 3thexddcoa_c,"(-100.0, 100.0)",Fatty acid oxidation
6835,C162OHc,production of 3-hydroxy hexadecadienoyl carnitine,3thexddcoa_c + crn_c + h_c <=> 3thexddcoacrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6836,C162OHe,excretion of C16:2OH,3thexddcoacrn_c --> 3thexddcoacrn_e,"(0.0, 100.0)",Fatty acid oxidation
6837,C16DCc,production of hexadecanedioylcarnitine,crn_c + h_c + hexdicoa_c <=> c16dc_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6838,C16DCe,transport of Hexadecanedioic acid mono-L-carnitine ester into extra cellular space,c16dc_c --> c16dc_e,"(0.0, 100.0)",Fatty acid oxidation
6839,C16OHc,production of 3-hydroxyhexadecanoylcarnitinec,3hexdcoa_c + crn_c <=> 3hexdcrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6840,C16txc,transport of palmitoylcoa into peroxisomes,atp_c + h2o_c + pmtcoa_c --> adp_c + h_c + pi_c + pmtcoa_x,"(0.0, 100.0)","Transport, peroxisomal"
6841,C181OHc,production of 3-hydroxyoctadecenoylcarnitinec,3octdece1coa_c + crn_c + h_c <=> 3octdece1crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6842,C182OHc,production of 3-hydroxyoctadecadienoylcarnitine,3ocddcoa_c + crn_c + h_c <=> 3octdec2crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6843,C18OHc,production of 3-hydroxyoctadecanoylcarnitine,3hodcoa_c + crn_c <=> 3octdeccrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6844,C2tcx,transport of acetylcarnitine from peroxisomes to cytosol,acrn_x <=> acrn_c,"(-100.0, 100.0)","Transport, peroxisomal"
6845,C30CPT1,production of propionylcarnitine,crn_c + ppcoa_c --> coa_c + pcrn_c,"(0.0, 100.0)",Fatty acid oxidation
6846,C3DCe,transport of malonyl carnitine into extra cellular space,c3dc_c --> c3dc_e,"(0.0, 100.0)",Fatty acid oxidation
6847,C40CPT1,production of butyrylcarnitine,btcoa_c + crn_c <=> c4crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6848,C4CRNCPT2,transport of butyryl carnitine in the mitochondrial matrix for final hydrolysis,c4crn_m + coa_m <=> btcoa_m + crn_m,"(-100.0, 100.0)",Fatty acid oxidation
6849,C4CRNe,transport of butyryl carnitine into the extra cellular space,c4crn_c --> c4crn_e,"(0.0, 100.0)",Fatty acid oxidation
6850,C4DCCACT,transport of succinyl carnitine into cytosol,c4dc_x <=> c4dc_c,"(-100.0, 100.0)",Fatty acid oxidation
6851,C4DCe,transport of succinyl carnitine into the extra cellular space,c4dc_c --> c4dc_e,"(0.0, 100.0)",Fatty acid oxidation
6852,C4OHc,production of 3-hydroxybytyryl carnitinec,3hbcoa_R_c + crn_c <=> 3bcrn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6853,C4tcx,transport of bytyrylcarnitine from peroxisomes,c4crn_x <=> c4crn_c,"(-100.0, 100.0)","Transport, peroxisomal"
6854,C4tmc,transport of bytyrylcarnitine into mitochondrial matrix,c4crn_c <=> c4crn_m,"(-100.0, 100.0)","Transport, mitochondrial"
6855,C4x,esterification of butyrylcoa to butyrylcarnitine for transport,btcoa_x + crn_x <=> c4crn_x + coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
6856,C50CPT1,production of isovalerylcarnitine,crn_c + ivcoa_c <=> coa_c + ivcrn_c,"(-100.0, 100.0)",Fatty acid oxidation
6857,C51CPT1,production of tiglylcarnitine,2mb2coa_c + crn_c <=> c51crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6858,C5DCe,transport of glutaryl carnitine into the extra cellular fluid,c5dc_c --> c5dc_e,"(0.0, 100.0)",Fatty acid oxidation
6859,C60CPT1,production of hexanoylcarnitine,crn_c + hxcoa_c <=> c6crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6860,C6COAt,esterification of of hexanoylcoa for transport  into cytosol,crn_x + hxcoa_x <=> c6crn_x + coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
6861,C6CRNe,transport of hexanoyl carnitine into the extra cellular fluid,c6crn_c --> c6crn_e,"(0.0, 100.0)",Fatty acid oxidation
6862,C6CRNtcx,transport of hexanoylcarnitine into cytosol,c6crn_x <=> c6crn_c,"(-100.0, 100.0)","Transport, peroxisomal"
6863,C6DCCACT,transport of adipoyl carnitine into cytosol,c6dc_x <=> c6dc_c,"(-100.0, 100.0)",Fatty acid oxidation
6864,C6DCc,production of adipoylcarnitine,adpcoa_c + crn_c <=> c6dc_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6865,C6DCe,transport of adipoyl carnitine into the extra cellular fluid,c6dc_c --> c6dc_e,"(0.0, 100.0)",Fatty acid oxidation
6866,C80CPT1,production of octanoylcarnitine,crn_c + occoa_c <=> c8crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6867,sink_c81coa_c,C81COASINK,c81coa_c --> ,"(0.0, 0.0)",Fatty acid oxidation
6868,C81CPT1,production of ocetenoylcarnitine,c81coa_c + crn_c <=> c81crn_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6869,C81CRNe,transport of octenoyl carnitine into the extra cellular space,c81crn_c --> c81crn_e,"(0.0, 100.0)",Fatty acid oxidation
6870,C8CRNe,transport of octanoyl carnitine into the extra cellular space,c8crn_c --> c8crn_e,"(0.0, 100.0)",Fatty acid oxidation
6871,C8DCc,production of suberylcarnitine,crn_c + h_c + sbcoa_c <=> c8dc_c + coa_c,"(-100.0, 100.0)",Fatty acid oxidation
6872,C8DCe,transport of suberyl carnitine into the extra cellular space,c8dc_c --> c8dc_e,"(0.0, 100.0)",Fatty acid oxidation
6873,C9BRxtc,transport of dimethylnonanoylcarnitine from peroxisomes to cytosol,dmnoncrn_x <=> dmnoncrn_c,"(-100.0, 100.0)","Transport, peroxisomal"
6874,DCATDc,transport of Decanoate (n-C10:0) into the cell by diffusion,dca_e <=> dca_c,"(-100.0, 100.0)",Fatty acid oxidation
6875,DCATDr,transport of Decanoate (n-C10:0) into the E.R. by diffusion,dca_c <=> dca_r,"(-100.0, 100.0)",Fatty acid oxidation
6876,DCSPTN1COAtxc,transport of docosapentenoylcoa into peroxisomes.,atp_c + dcsptn1coa_c + h2o_c --> adp_c + dcsptn1coa_x + h_c + pi_c,"(0.0, 100.0)","Transport, peroxisomal"
6877,sink_dd2coa_c,DD2COASINK,dd2coa_c --> ,"(0.0, 0.0)",Fatty acid oxidation
6878,DDCRNe,transport of 3-hydroxydodecanoyl carnitine into extra cellular space,3ddcrn_c --> 3ddcrn_e,"(0.0, 100.0)",Fatty acid oxidation
6879,DDECCRNe,transport of lauroyl carnitine into extra cellular space,ddeccrn_c --> ddeccrn_e,"(0.0, 100.0)",Fatty acid oxidation
6880,DDECE1CRNe,transport of dodecenoyl carnitine into extra cellular space,ddece1crn_c --> ddece1crn_e,"(0.0, 100.0)",Fatty acid oxidation
6881,DECCRNe,transport of 3-hydroxydecanoyl carnitine into extra cellular space,3deccrn_c --> 3deccrn_e,"(0.0, 100.0)",Fatty acid oxidation
6882,sink_decdicoa_c,"Sink for 2,6-dodecadienoylcoa(c)",decdicoa_c --> ,"(0.0, 0.0)",Fatty acid oxidation
6883,DECDICRNe,trnasport of decadienoyl carnitine into the extra cellular space,decdicrn_c --> decdicrn_e,"(0.0, 100.0)",Fatty acid oxidation
6884,DOCO13ECOAtxc,transport of 13-docosenoylcoa into peroxisomes,atp_c + doco13ecoa_c + h2o_c --> adp_c + doco13ecoa_x + h_c + pi_c,"(0.0, 100.0)","Transport, peroxisomal"
6885,DOCO13EFATP,absorption or uptake of 13-docosenoic acid into cells,atp_c + coa_c + doco13ac_e --> amp_c + doco13ecoa_c + h_c + ppi_c,"(0.0, 100.0)",Fatty acid oxidation
6886,DOCOSACT,activation of docosanoic acid for transport,atp_c + coa_c + docosac_c --> amp_c + docoscoa_c + h_c + ppi_c,"(0.0, 100.0)",Fatty acid oxidation
6887,DOCOSACTDe,uptake of docosanoic acid by cells by diffusion,docosac_e <=> docosac_c,"(-100.0, 100.0)",Fatty acid oxidation
